meanfreq,sd,median,Q25,Q75,IQR,skew,kurt,sp.ent,sfm,mode,centroid,meanfun,minfun,maxfun,meandom,mindom,maxdom,dfrange,modindx,label
0.163535853,0.072448898,0.145542522,0.113929619,0.22744868,0.113519062,3.58764999,28.65378051,0.927014678,0.542422404,0.059941349,0.163535853,0.062541644,0.015686275,0.197530864,0.059621711,0.0078125,0.4453125,0.4375,0.091698842,male
0.170212798,0.075104946,0.146052999,0.123988842,0.250125523,0.126136681,2.816792918,13.7645822,0.913832254,0.487965716,0.059944212,0.170212798,0.077698415,0.015701668,0.192771084,0.1015625,0.0078125,0.5625,0.5546875,0.16179126,male
0.160422477,0.076614764,0.144823806,0.120924041,0.23724354,0.116319499,6.253208252,85.49192569,0.933029647,0.567423614,0.060078309,0.160422477,0.098944146,0.016096579,0.275862069,0.206756162,0.0078125,3.953125,3.9453125,0.073889675,male
0.164699838,0.075361772,0.14701847,0.118698329,0.240474934,0.121776605,4.208608405,43.68188543,0.94066879,0.604020485,0.05996482,0.164699838,0.082962611,0.015640274,0.253968254,0.143353175,0.0078125,1.0625,1.0546875,0.125925926,male
0.169578801,0.075634514,0.186467577,0.116706485,0.238549488,0.121843003,4.269922678,45.89524782,0.929498042,0.543708544,0.05996587,0.169578801,0.082451321,0.01621074,0.271186441,0.1484375,0.0078125,3.609375,3.6015625,0.050840564,male
0.169021004,0.071778152,0.143168483,0.125800503,0.248315172,0.122514669,3.079273395,14.34029884,0.902275256,0.477745723,0.128147527,0.169021004,0.130598328,0.015841584,0.225352113,0.3353125,0.0078125,0.7109375,0.703125,0.397354497,male
0.167340239,0.07284123,0.14173913,0.122173913,0.24,0.117826087,2.192126246,8.152409785,0.913763493,0.53947909,0.134782609,0.167340239,0.120052184,0.016243655,0.262295082,0.298677885,0.0078125,0.6796875,0.671875,0.384778013,male
0.180527821,0.070866998,0.142385321,0.129541284,0.252477064,0.12293578,2.799968944,12.19036052,0.853114894,0.31342645,0.133577982,0.180527821,0.126607441,0.017039404,0.177777778,0.234863281,0.0078125,0.5078125,0.5,0.329241071,male
0.153039048,0.07403113,0.158064516,0.092731183,0.214365591,0.121634409,0.885701648,3.523981856,0.973217842,0.807551708,0.216774194,0.153039048,0.067407499,0.016260163,0.205128205,0.2615625,0.0078125,1.0234375,1.015625,0.191346154,male
0.166659499,0.075961168,0.142781457,0.122075055,0.245077263,0.123002208,3.281847964,16.61948169,0.915784869,0.560406695,0.127019868,0.166659499,0.127719891,0.017278618,0.275862069,0.274502841,0.0078125,0.6328125,0.625,0.3325,male
0.175659429,0.071651533,0.144191617,0.131057884,0.256526946,0.125469062,3.736487284,21.66666873,0.876748955,0.40390956,0.134411178,0.175659429,0.132726096,0.016563147,0.228571429,0.2578125,0.0078125,0.6484375,0.640625,0.203436807,male
0.174825733,0.071532831,0.146470588,0.123529412,0.247058824,0.123529412,2.576732042,10.11012486,0.875391519,0.43670621,0.12,0.174825733,0.124684802,0.016753927,0.25,0.799005682,0.0078125,4.171875,4.1640625,0.205816135,male
0.174064614,0.073121844,,0.127706422,0.252844037,0.125137615,3.263039755,16.42405465,0.875611111,0.414838884,0.133211009,0.174064614,0.124533186,0.016343207,0.231884058,0.244944853,0.0078125,0.6328125,0.625,0.4225,male
0.159530491,0.075273104,0.146853147,0.121398601,0.239370629,0.117972028,1.993500516,6.870351177,0.921132353,0.582531022,0.133636364,0.159530491,0.120254421,0.018411968,0.168421053,0.372869318,0.0078125,2.609375,2.6015625,0.216816817,male
0.167648361,0.067219927,0.157239513,0.136021651,0.209526387,0.073504736,1.93606513,6.334625799,0.903982305,0.48288605,0.134506089,0.167648361,0.142748251,0.016614746,0.262295082,0.239583333,0.0078125,0.6015625,0.59375,0.347587719,male
0.172436386,0.071504543,0.145620438,0.132846715,0.252408759,0.119562044,4.504440541,31.07841702,0.878206881,0.47004435,0.135912409,0.172436386,0.138903871,0.121212121,0.172043011,0.2609375,0.1328125,0.5546875,0.421875,0.232510288,male
0.162981116,0.065952332,0.142770664,0.134295693,0.206984866,0.072689173,4.344838338,26.58960548,0.869835696,0.429785659,0.137555297,0.162981116,0.131376326,0.016771488,0.181818182,0.187890625,0.0078125,0.6875,0.6796875,0.255427842,male
0.170209848,0.072023008,0.146003899,0.128810916,0.24588694,0.117076023,2.745951338,11.78429743,0.911850753,0.514600668,0.132358674,0.170209848,0.127529186,0.016161616,0.25,0.328464674,0.0078125,0.9140625,0.90625,0.171551724,male
0.171400807,0.068428139,0.145321955,0.131202483,0.246113266,0.114910784,2.930439972,13.72613482,0.893569585,0.424254448,0.137067494,0.171400807,0.141183375,0.015841584,0.262295082,0.313657407,0.0078125,0.6953125,0.6875,0.273221344,male
0.146886154,0.068160816,0.12146675,0.097103791,0.213349907,0.116246116,2.603394147,13.26585098,0.940658898,0.611977349,0.121292728,0.146886154,0.081563761,0.015936255,0.242424242,0.346768466,0.0078125,4.1796875,4.171875,0.095070116,male
0.166763785,0.064488516,0.160123648,0.116846986,0.229582689,0.112735703,2.117203042,8.939176207,0.937848763,0.592123294,0.121391036,0.166763785,0.101681481,0.015640274,0.253968254,0.41953125,0.0078125,2.8203125,2.8125,0.09957265,male
0.153691861,0.066495859,0.145158831,0.099085133,0.211512071,0.112426938,2.352593909,13.90793203,0.946349009,0.629271573,0.121321474,0.153691861,0.095597118,0.015920398,0.242424242,0.607610887,0.0859375,4.7265625,4.640625,0.120310245,male
0.168011339,0.068873401,0.167917889,0.115982405,0.228064516,0.112082111,2.319626258,8.564218273,0.926521541,0.567620972,0.121319648,0.168011339,0.101718928,0.016,0.262295082,0.204152961,0.0078125,0.625,0.6171875,0.231953472,male
0.148281383,0.068117184,0.129892781,0.094867763,0.200343102,0.10547534,3.268474946,22.89644491,0.942626112,0.635852983,0.121286633,0.148281383,0.097531607,0.015810277,0.275862069,0.715745192,0.0078125,5.2265625,5.21875,0.139221557,male
0.158595955,0.066216652,0.133302217,0.111085181,0.22445741,0.113372229,3.019164195,17.53642513,0.932415159,0.567913489,0.121213536,0.158595955,0.080459827,0.016064257,0.266666667,0.264128989,0.0078125,1.3359375,1.328125,0.182097187,male
0.163643182,0.070030717,0.14412111,0.110681245,0.227485282,0.116804037,1.699528754,7.628756036,0.94838344,0.632579315,0.121278385,0.163643182,0.055565349,0.016276704,0.213333333,0.162642045,0.03125,0.671875,0.640625,0.116234756,male
0.158656925,0.067564057,0.161061947,0.104452008,0.219196732,0.114744724,1.939662533,8.20383208,0.942189913,0.613578163,0.121225323,0.158656925,0.101394916,0.015779093,0.275862069,0.467797256,0.0078125,6.8828125,6.875,0.0909375,male
0.13789282,0.072420663,0.119852399,0.086531365,0.200701107,0.114169742,2.010993302,10.26207404,0.963294373,0.727047224,0.059926199,0.13789282,0.076307418,0.01621074,0.128,0.505859375,0.03125,4.6640625,4.6328125,0.173037287,male
0.142715585,0.074163591,0.127850099,0.088915187,0.206272189,0.117357002,1.55226944,7.230187946,0.966684872,0.753187642,0.060197239,0.142715585,0.098872557,0.018735363,0.207792208,0.853298611,0.0078125,4.6640625,4.65625,0.212988551,male
0.135052914,0.072095147,0.112927013,0.087644846,0.200361174,0.112716328,3.421779437,19.1332173,0.948417347,0.682987712,0.102603461,0.135052914,0.090751058,0.017241379,0.2,0.6153125,0.015625,4.4453125,4.4296875,0.217151675,male
0.14146076,0.072861395,0.124879288,0.090724269,0.201194409,0.11047014,2.264114987,13.0822968,0.964872909,0.734290427,0.060127065,0.14146076,0.10139476,0.021798365,0.235294118,0.896282328,0.0078125,5.15625,5.1484375,0.239138987,male
0.141280115,0.074404048,0.13420617,0.090594432,0.202046652,0.11145222,2.052550657,10.94130568,0.966588205,0.744799871,0.060045147,0.141280115,0.109319559,0.026711185,0.228571429,0.9746875,0.0390625,5.828125,5.7890625,0.168016194,male
0.153851203,0.072191575,0.144592094,0.102439024,0.219478553,0.117039529,1.75889252,7.132438447,0.954710869,0.684616797,0.060050463,0.153851203,0.11225641,0.024729521,0.275862069,0.628700658,0.0078125,2.703125,2.6953125,0.206763285,male
0.145640705,0.077006409,0.137947214,0.087859238,0.211847507,0.12398827,2.111480565,11.53571611,0.964925488,0.739368357,0.059941349,0.145640705,0.103669506,0.015670911,0.275862069,0.920479911,0.0078125,5.4296875,5.421875,0.270946739,male
0.144858407,0.076591817,0.135571776,0.090608273,0.207615572,0.117007299,2.797501935,29.5536466,0.971907406,0.763638169,0.059951338,0.144858407,0.10324956,0.021276596,0.266666667,0.791666667,0.0078125,4.9921875,4.984375,0.159678683,male
0.121683363,0.086850112,0.118237046,0.030684932,0.215294818,0.184609887,2.062324056,8.465573513,0.931660689,0.549217694,0.117903514,0.121683363,0.130887525,0.020356234,0.271186441,0.583417339,0.0078125,3.7265625,3.71875,0.253221289,male
0.135649932,0.086412331,0.126722455,0.049986053,0.228842399,0.178856346,1.388276328,5.00901655,0.952514069,0.659813836,0.114811715,0.135649932,0.134314213,0.060836502,0.25,1.10875,0.0078125,4.296875,4.2890625,0.369266435,male
0.100399417,0.07283457,0.081725176,0.044092277,0.144353059,0.100260782,0.529583803,2.068455491,0.970194162,0.754552205,0.011654965,0.100399417,0.117359321,0.015936255,0.262295082,1.086759868,0.0078125,4.34375,4.3359375,0.344864865,male
0.125087547,0.080116695,0.114191121,0.057306245,0.201414597,0.144108352,2.377389656,10.55072017,0.948495928,0.670633008,0.111873589,0.125087547,0.114742726,0.024390244,0.271186441,0.560032895,0.0078125,4.296875,4.2890625,0.226674762,male
0.143486162,0.070275487,0.123868797,0.101732548,0.211236333,0.109503785,1.793199734,6.661533402,0.942278587,0.610170821,0.106442389,0.143486162,0.120815369,0.033333333,0.266666667,1.116666667,0.09375,4.5625,4.46875,0.350322754,male
0.14319683,0.085447388,0.125352798,0.09622871,0.232652068,0.136423358,1.936126532,7.989100746,0.940729134,0.585174796,0.113090024,0.14319683,0.110260303,0.02725724,0.262295082,0.652777778,0.0078125,4.5703125,4.5625,0.18739726,male
0.145532381,0.087864043,0.129720598,0.088966862,0.233788174,0.144821313,1.458798837,5.010379366,0.946595366,0.621392074,0.115893437,0.145532381,0.103803137,0.015686275,0.275862069,0.706341912,0.0078125,4.9765625,4.96875,0.166809605,male
0.162065429,0.084432291,0.143149016,0.112314902,0.249428304,0.137113402,1.578563282,5.179448806,0.943404669,0.595127964,0.268978444,0.162065429,0.117022269,0.016528926,0.25,0.599144345,0.0078125,4.578125,4.5703125,0.18921762,male
0.142961233,0.083106899,0.129292352,0.09807005,0.228162974,0.130092924,1.831167575,7.158765104,0.946134059,0.631688976,0.112480343,0.142961233,0.131733573,0.054054054,0.25,0.410546875,0.0078125,2.71875,2.7109375,0.156377977,male
0.141153447,0.080922189,0.124304933,0.097152466,0.222242152,0.125089686,1.724297837,6.313516506,0.949958896,0.646653047,0.109394619,0.141153447,0.117297836,0.018867925,0.258064516,0.639616935,0.0078125,4.0625,4.0546875,0.187230084,male
0.167334035,0.047177727,0.161802155,0.135475024,0.18072478,0.045249755,3.961908362,24.41962179,0.880375253,0.344307312,0.16619001,0.167334035,0.141810406,0.016032064,0.253968254,0.578125,0.125,6.921875,6.796875,0.02164751,male
0.167850312,0.052593589,0.163262195,0.12847561,0.190365854,0.061890244,1.919229523,7.131328753,0.920512709,0.403865808,0.166890244,0.167850312,0.121546254,0.015952144,0.262295082,0.813179348,0.0703125,6.5703125,6.5,0.074188702,male
0.185098439,0.054289442,0.176771888,0.146420488,0.216628946,0.070208457,1.60173918,5.223786332,0.910320915,0.358023073,0.165265039,0.185098439,0.130983328,0.016161616,0.266666667,0.568287037,0.0078125,5.140625,5.1328125,0.095826991,male
0.167761538,0.05888337,0.15993403,0.125607477,0.200879604,0.075272128,2.531500396,11.50948543,0.923640119,0.485117754,0.126838922,0.167761538,0.132089064,0.018539977,0.253968254,1.048519737,0.0078125,6.84375,6.8359375,0.058373626,male
0.171093502,0.061286735,,0.125556052,0.233479232,0.10792318,2.789593353,13.53751456,0.909836671,0.395328166,0.129557838,0.171093502,0.132075365,0.026186579,0.202531646,0.299278846,0.0078125,0.6796875,0.671875,0.201550388,male
0.167083054,0.064425673,0.181705115,0.107562688,0.220742227,0.113179539,1.870943526,8.381557142,0.934858126,0.520926005,0.09225677,0.167083054,0.102626438,0.020833333,0.25,0.637834821,0.21875,5.203125,4.984375,0.021943574,male
0.200830145,0.053066217,0.210058873,0.185332212,0.236198486,0.050866274,1.840901444,6.006800909,0.907683136,0.386818469,0,0.200830145,0.165155381,0.015763547,0.271186441,1.067057292,0.0703125,5.59375,5.5234375,0.336376495,male
0.137095643,0.066633153,0.102873481,0.085060758,0.197140815,0.112080057,4.07821686,25.66321559,0.912215761,0.507886201,0.084260186,0.137095643,0.081164739,0.016666667,0.262295082,0.1953125,0.0078125,2.171875,2.1640625,0.046060002,male
0.190324563,0.051695724,0.191410419,0.156899619,0.220584498,0.063684879,1.461858806,5.360318927,0.918001245,0.362344276,0,0.190324563,0.152012545,0.021136063,0.246153846,0.884548611,0.0078125,6.71875,6.7109375,0.211734575,male
0.187139453,0.056499407,0.176109385,0.14304537,0.24763207,0.1045867,1.411153314,4.149301675,0.902246987,0.298599477,0.16619018,0.187139453,0.138197601,0.016684046,0.231884058,0.801339286,0.125,6.640625,6.515625,0.127006087,male
0.184354869,0.055493941,0.183430657,0.150900243,0.226350365,0.075450122,1.588013858,8.990048203,0.932834786,0.427755254,0,0.184354869,0.13371745,0.018518519,0.266666667,1.795625,0.0078125,7,6.9921875,0.316103959,male
0.200041812,0.055815131,0.210792138,0.166599166,0.243478261,0.076879095,2.926780705,15.2537868,0.914634012,0.412919466,0.24064324,0.200041812,0.159106931,0.020100503,0.266666667,0.62265625,0.15625,6.390625,6.234375,0.119743804,male
0.175681868,0.055524094,0.173151025,0.148266004,0.215090118,0.066824114,1.759852944,6.471363967,0.934060669,0.512562248,0,0.175681868,0.149386704,0.019900498,0.253968254,0.807112069,0.0078125,6.5625,6.5546875,0.19049038,male
0.184850897,0.062446727,0.189809403,0.133773825,0.238551461,0.104777637,1.661060846,10.89410786,0.934323374,0.467826478,0,0.184850897,0.139378258,0.02507837,0.275862069,1.7525,0.078125,6.7265625,6.6484375,0.349767537,male
0.182630135,0.048974549,0.176618005,0.152603406,0.209489051,0.056885645,1.628578866,5.586837138,0.907214973,0.302814314,0.185474453,0.182630135,0.147350977,0.019900498,0.262295082,1.036865234,0.140625,6.8203125,6.6796875,0.205847953,male
0.196463262,0.057606383,0.204407065,0.156131203,0.248444071,0.092312868,1.197040616,4.109993679,0.922524307,0.394561292,0,0.196463262,0.168037876,0.01814059,0.275862069,1.095128676,0.1484375,6.59375,6.4453125,0.259015152,male
0.191310915,0.057122814,0.208774796,0.139673279,0.235239207,0.095565928,6.995045482,112.6479884,0.907622147,0.319069058,0.090011669,0.191310915,0.080595084,0.015717092,0.225352113,0.160571809,0.09375,0.4296875,0.3359375,0.14206269,male
0.19600602,0.053930062,0.203383897,0.154049008,0.239323221,0.085274212,4.038263467,50.59146239,0.927145397,0.29627712,0.090011669,0.19600602,0.081017495,0.015810277,0.195121951,0.147273936,0.09375,0.375,0.28125,0.176328502,male
0.191461682,0.05186218,0.202495127,0.153190383,0.228693957,0.075503574,4.196509548,45.86416062,0.912414048,0.284872223,0.09005848,0.191461682,0.065827449,0.016243655,0.210526316,0.167782738,0.09375,0.65625,0.5625,0.105691057,male
0.193769347,0.058334877,0.206197827,0.149365352,0.242858776,0.093493425,5.251239064,74.42649286,0.929916286,0.381853323,0.089971412,0.193769347,0.078362852,0.015732547,0.253968254,0.161783854,0.09375,0.65625,0.5625,0.133274232,male
0.194920925,0.056284804,0.208430493,0.148161435,0.242331839,0.094170404,6.983667487,116.9593093,0.924099466,0.314006474,0.090089686,0.194920925,0.06347518,0.015670911,0.219178082,0.147959184,0.09375,0.3671875,0.2734375,0.098809524,male
0.193808189,0.054969105,0.202232811,0.152484683,0.241116406,0.088631722,4.057908575,44.44703926,0.914799705,0.299862702,0.089965963,0.193808189,0.083127893,0.016260163,0.25,0.230182927,0.0078125,1.984375,1.9765625,0.116996047,male
0.193588997,0.052350651,0.201535948,0.16379085,0.235620915,0.071830065,5.417712763,66.0911654,0.909692503,0.295222308,0.090130719,0.193588997,0.081504732,0.016145308,0.262295082,0.256893382,0.0078125,3.2421875,3.234375,0.081759625,male
0.198295356,0.054554303,0.214516129,0.155806452,0.236891496,0.081085044,3.844959386,33.68011344,0.903755352,0.271601074,0.090117302,0.198295356,0.112022748,0.017679558,0.275862069,0.277018229,0.0078125,2.0703125,2.0625,0.092992424,male
0.198778046,0.05675451,0.210615836,0.159706745,0.241612903,0.081906158,6.230334767,85.99679162,0.905979077,0.307964877,0.090117302,0.198778046,0.072135733,0.017897092,0.150943396,0.145559211,0.09375,0.421875,0.328125,0.126769627,male
0.206312235,0.054641792,0.218515815,0.162992701,0.257518248,0.094525547,3.957725499,34.3191654,0.911215179,0.257629435,0.090097324,0.206312235,0.073051326,0.015794669,0.197530864,0.159201389,0.09375,0.3828125,0.2890625,0.244471744,male
0.117777703,0.079527567,0.111176471,0.046735294,0.196823529,0.150088235,23.53806144,671.8342411,0.90191357,0.562834234,0,0.117777703,0.091146586,0.015640274,0.275862069,0.0078125,0.0078125,0.0078125,0,0,male
0.105782027,0.081246862,0.102789243,0.022764228,0.188242652,0.165478424,27.95290068,903.789086,0.893299752,0.553552621,0,0.105782027,0.087918173,0.016129032,0.266666667,0.0078125,0.0078125,0.0078125,0,0,male
0.107009364,0.081312548,0.10278751,0.025163747,0.188941356,0.163777609,24.7051185,714.6968949,0.891347812,0.57677811,0,0.107009364,0.075906856,0.016,0.222222222,0.0078125,0.0078125,0.0078125,0,0,male
0.119006303,0.083082514,0.106213873,0.045520231,0.200086705,0.154566474,26.87967507,812.2040859,0.883925736,0.604148942,0,0.119006303,0.092960948,0.016359918,0.175824176,0.0078125,0.0078125,0.0078125,0,0,male
0.082525588,0.080917867,0.06124491,0.008307155,0.129656777,0.121349622,15.8910016,402.9326102,0.906001229,0.561683715,0,0.082525588,0.087384208,0.015810277,0.271186441,0.007978723,0.0078125,0.015625,0.0078125,0.043478261,male
0.130673638,0.082881544,0.116964177,0.082282939,0.204857316,0.122574378,27.7051186,896.650347,0.900402888,0.584463622,0,0.130673638,0.090380442,0.016614746,0.23880597,0.0078125,0.0078125,0.0078125,0,0,male
0.096725277,0.083799544,0.086858639,0.017591623,0.173167539,0.155575916,20.30714636,577.3697762,0.939914378,0.687642708,0,0.096725277,0.100796329,0.016393443,0.271186441,0.008184524,0.0078125,0.0234375,0.015625,0.048780488,male
0.119976656,0.081470648,0.109892473,0.060215054,0.192688172,0.132473118,22.40086595,560.1227893,0.854878206,0.505371009,0,0.119976656,0.081201173,0.015794669,0.262295082,0.0078125,0.0078125,0.0078125,0,0,male
0.106860842,0.086955451,0.10067086,0.01408805,0.191949686,0.177861635,23.86044523,615.5273912,0.852858429,0.557141931,0,0.106860842,0.094922696,0.015794669,0.262295082,0.0078125,0.0078125,0.0078125,0,0,male
0.100905502,0.080507739,0.098245614,0.02920078,0.176842105,0.147641326,22.64938378,592.5633813,0.908473066,0.617015329,0,0.100905502,0.081574582,0.01760176,0.275862069,0.0078125,0.0078125,0.0078125,0,0,male
0.169505759,0.066930404,0.140970537,0.124471404,0.242634315,0.118162912,2.384671522,10.23994843,0.919990545,0.484100658,0.133934142,0.169505759,0.110565779,0.017410229,0.266666667,0.216145833,0.0078125,0.8359375,0.828125,0.143081761,male
0.163313106,0.064859684,0.149953632,0.111653787,0.22698609,0.115332303,1.801983649,6.461428413,0.937648647,0.577806756,0.116846986,0.163313106,0.10184148,0.015655577,0.266666667,0.272518382,0.0078125,0.6640625,0.65625,0.423809524,male
0.160925335,0.068626553,0.173488915,0.098833139,0.211225204,0.112392065,2.67033497,12.89599691,0.933988616,0.566987362,0.096872812,0.160925335,0.097513464,0.019900498,0.271186441,1.143028846,0.09375,6.4296875,6.3359375,0.139334155,male
0.164859947,0.067179041,0.148100749,0.118938053,0.229108237,0.110170184,1.764015844,6.96166172,0.952890369,0.626022586,0.14162015,0.164859947,0.126955523,0.016494845,0.275862069,0.275275735,0.0078125,3.3203125,3.3125,0.080403087,male
0.177427698,0.067854979,0.163195266,0.12122288,0.246311637,0.125088757,1.85887734,6.621257836,0.923322389,0.46238465,0.130887574,0.177427698,0.111031616,0.017660044,0.16,0.241508152,0.0078125,2.578125,2.5703125,0.10555402,male
0.176685284,0.058485963,0.161784897,0.125583524,0.230022883,0.104439359,1.730253106,6.672647883,0.909112912,0.358370882,0.113089245,0.176685284,0.128124206,0.017075774,0.266666667,0.143554688,0.109375,0.3515625,0.2421875,0.161290323,male
0.179028926,0.065368498,0.164453524,0.126414709,0.247681307,0.121266599,2.141880482,8.49310285,0.912944716,0.436573394,0.126414709,0.179028926,0.125992936,0.026666667,0.181818182,0.440104167,0.0703125,5.84375,5.7734375,0.110351827,male
0.166353449,0.062439847,0.149581205,0.120122574,0.229090909,0.108968335,1.762844907,6.110980923,0.927752865,0.482046844,0.114116445,0.166353449,0.113943951,0.017429194,0.156862745,0.163671875,0.0703125,0.4453125,0.375,0.261574074,male
0.173756783,0.065038729,0.166648794,0.117104558,0.241215371,0.124110813,2.156018347,7.980531233,0.909802803,0.418645038,0.126613047,0.173756783,0.110460819,0.01843318,0.262295082,1.060546875,0.0078125,5.796875,5.7890625,0.173502318,male
0.168023268,0.063307437,0.145769554,0.116568545,0.23078217,0.114213625,2.009765771,7.938203219,0.926111709,0.462042436,0.108561817,0.168023268,0.111528406,0.016194332,0.246153846,0.155,0.078125,0.4375,0.359375,0.216485507,male
0.169352533,0.068167747,0.14283671,0.115804529,0.239284863,0.123480334,2.038744662,7.546507431,0.921624076,0.482639983,0.120476758,0.169352533,0.111090258,0.023255814,0.181818182,0.91796875,0.0078125,5.59375,5.5859375,0.239254079,male
0.130410979,0.093199206,0.135239567,0.025100464,0.217032457,0.191931994,27.79818155,834.8009163,0.812733741,0.403256286,0,0.130410979,0.107764608,0.01871345,0.170212766,0.0078125,0.0078125,0.0078125,0,0,male
0.116779075,0.085695072,0.131991525,0.025805085,0.166101695,0.14029661,23.35982846,595.744374,0.870832328,0.583471234,0,0.116779075,0.100032404,0.016684046,0.186046512,0.0078125,0.0078125,0.0078125,0,0,male
